calories,carbs,category,name,restaurant
834,74,Seafood,Parmesan Encrusted Basa,FATZ
1518,130,Entrees,Parmesan Encrusted Chicken Pasta,FATZ
974,81,Desserts,Peanut Butter Pie,FATZ
159,39,Desserts,"Pint of Cinnamon Apples, Plating (8 ounces)",FATZ
280,61,Sides,Pint of Garden Blend Rice (8 ounces),FATZ
879,123,Sides,Pint of Pasta Salad (16 ounces),FATZ
440,62,Sides,Pint of Pasta Salad (8 ounces),FATZ
309,21,Sides,Pint of Sweet Vidalia Coleslaw (8 ounces),FATZ
539,26,Salads,Popcorn Shrimp Salad,FATZ
649,61,Sandwiches,Popcorn Shrimp Wrap,FATZ
649,61,Sandwiches,Popcorn Shrimp Wrap,FATZ
100,16,Sides,Poppy Seed Rolls (1 roll),FATZ
681,75,Desserts,Poppyseed Bread Pudding,FATZ
130,25,Breakfast,English Muffin / no margarine,Denny's
130,25,Sides,English Muffin / no margarine,Denny's
340,33,Sides,"Everything Hash Browns w/ onions, cheese & country gravy",Denny's
130,26,Sides,Fiesta Corn,Denny's
430,50,Kid's Meals,Finish Line Fries,Denny's
1530,145,Entrees,Fish & Chips (add dinner bread choice),Denny's
260,38,Kid's Meals,Fishing Goldfish® Crackers,Denny's
390,25,Breakfast,Fit Fare® Omelette,Denny's
630,56,Entrees,Fit Fare® Sweet & Tangy BBQ Chicken w/ broccoli & corn,Denny's
450,40,Entrees,Fit Fare® Tilapia Ranchero,Denny's
700,107,Shakes,"Malt, Strawberry – Medium",Dairy Queen
550,81,Shakes,"Malt, Strawberry – Small",Dairy Queen
950,151,Shakes,"Malt, Vanilla – Large",Dairy Queen
740,116,Shakes,"Malt, Vanilla – Medium",Dairy Queen
580,89,Shakes,"Malt, Vanilla – Small",Dairy Queen
1300,171,Desserts,Midnight Truffle Blizzard – Large,Dairy Queen
100,16,Sides,Poppyseed Rolls (1 roll),FATZ
935,63,Entrees,Pot Roast,FATZ
876,26,Entrees,"Premium Grilled Pork Chops, BBQ",FATZ
805,5,Entrees,"Premium Grilled Pork Chops, Blackened",FATZ
783,1,Entrees,"Premium Grilled Pork Chops, Grilled",FATZ
318,77,Desserts,"Quart of Cinnamon Apples, Plating (16 ounces)",FATZ
560,122,Sides,Quart of Garden Blend Rice (16 ounces),FATZ
618,42,Sides,Quart of Sweet Vidalia Onion Coleslaw (16 ounces),FATZ
303,33,Sides,Red Skinned Mashed Potatoes,FATZ
342,17,Entrees,Rib Tray (per serving),FATZ
838,67,Entrees,"Ribs, Shrimp and Chicken Trio",FATZ
52,8,Entrees,Salad for Classic Soup and Salad,FATZ
211,3,Sides,Sauteed Spinach,FATZ
382,28,Salads,Seabreeze Spinach Salad,FATZ
563,33,Salads,Seabreeze Spinach Salad with Grilled Aloha Chicken,FATZ
125,18,Sides,Seasoned Potato Wedge Tray (per wedge),FATZ
1188,101,Sandwiches,Shrimp Po Boy,FATZ
79,10,Salads,Side Caesar Salad,FATZ
210,11,Salads,Side House Salad,FATZ
43,8,Salads,Side Veggie Salad,FATZ
330,72,Breakfast,"8-Grain Bagel – LF, VG",Corner Bakery Cafe
5,0,Sandwiches,Add Spread – Country Dijon Mustard (Combo),Corner Bakery Cafe
40,1,Sandwiches,Add Spread – Mayo (Combo),Corner Bakery Cafe
190,2,Breakfast,All American Scrambler (with Bacon) – G (Egg Whites),Corner Bakery Cafe
350,3,Breakfast,All American Scrambler (with Bacon) – G (Whole Eggs),Corner Bakery Cafe
190,6,Breakfast,All American Scrambler (with Sausage) (Egg Whites),Corner Bakery Cafe
350,7,Breakfast,All American Scrambler (with Sausage) (Whole Eggs),Corner Bakery Cafe
470,470,Breakfast Sandwiches,Anaheim Panini (Egg Whites),Corner Bakery Cafe
550,39,Breakfast Sandwiches,Anaheim Panini (Whole Eggs),Corner Bakery Cafe
410,8,Breakfast,Anaheim Scrambler – G (Egg Whites),Corner Bakery Cafe
580,10,Breakfast,Anaheim Scrambler – G (Whole Eggs),Corner Bakery Cafe
240,23,Desserts,Apricot Walnut Rugalach – V,Corner Bakery Cafe
140,12,Salads,Asian Edamame Salad – V (Side),Corner Bakery Cafe
90,8,Salads,Asian Edamame Salad – V (Trio),Corner Bakery Cafe
270,33,Salads,Asian Wonton Salad (Café & Combo),Corner Bakery Cafe
530,63,Salads,Asian Wonton Salad (Entrée),Corner Bakery Cafe
280,4,Salads,Avocado Wedge – VG (Side),Corner Bakery Cafe
150,2,Salads,Avocado Wedge – VG (Trio),Corner Bakery Cafe
30,7,Sides,"Baby Carrots – LF, VG, G",Corner Bakery Cafe
110,110,Breakfast,"Bacon, 3-slices – G",Corner Bakery Cafe
850,138,Breakfast,Baked French Toast – V,Corner Bakery Cafe
1030,154,Breakfast,Baked French Toast w/Bacon & Fresh Fruit,Corner Bakery Cafe
1040,140,Breakfast,Baked French Toast w/Bacon & Scrambled Eggs (Egg Whites),Corner Bakery Cafe
1200,141,Breakfast,Baked French Toast w/Bacon & Scrambled Eggs (Whole Eggs),Corner Bakery Cafe
1030,158,Breakfast,Baked French Toast w/Sausage & Fresh Fruit,Corner Bakery Cafe
390,46,Breakfast,Fit Slam®,Denny's
100,28,Coffee,Flavored Cappuccino,Denny's
430,69,Desserts,Floats (Root Beer or Coca  –  Cola®),Denny's
430,50,French Fries,"French Fries, salted",Denny's
430,50,Sides,"French Fries, salted",Denny's
780,35,Breakfast,French Toast Slam®,Denny's
110,29,Sides,Fruit   –   Banana,Denny's
55,29,Sides,Fruit   –   Grapes,Denny's
150,23,Desserts,Fudge Topping,Denny's
55,29,Kid's Meals,Game  –  On Grapes,Denny's
120,7,Salads,Garden Salad w/o dressing,Denny's
170,21,Sides,Garlic Dinner Bread,Denny's
170,21,Sides,Garlic Dinner Bread,Denny's
200,18,Desserts,Glazed Pecans,Denny's
190,20,Sides,Golden  –  Fried Shrimp,Denny's
25  -  45,4   -   7,Sides,Green Beans,Denny's
120,8,Breakfast,Grilled Ham Slice,Denny's
120,8,Sides,Grilled Ham Slice,Denny's
90,1,Sides,Grilled Shrimp Skewer,Denny's
220,44,Breakfast,Grits w/ margarine,Denny's
90,15,Sides,Grits w/ margarine,Denny's
220,44,Sides,Grits w/ margarine,Denny's
1000,133,Desserts,Midnight Truffle Blizzard – Medium,Dairy Queen
400,54,Desserts,Midnight Truffle Blizzard – Mini,Dairy Queen
750,99,Desserts,Midnight Truffle Blizzard – Small,Dairy Queen
1070,168,Desserts,Mint Oreo Blizzard – Large,Dairy Queen
740,116,Desserts,Mint Oreo Blizzard – Medium,Dairy Queen
560,87,Desserts,Mint Oreo Blizzard – Small,Dairy Queen
400,62,Desserts,Mint Oreo® Blizzard – Mini,Dairy Queen
820,121,Coffee,Mocha MooLatté – Large,Dairy Queen
392,36,Desserts,Small Brownie and Cheesecake Combo Tray,FATZ
435,43,Desserts,Small Brownie Tray,FATZ
238,16,Entrees,Small Calabash and Wings Combo Tray,FATZ
91,3,Salads,Small Salad Tray,FATZ
29,6,Sides,Small Veggie Tray,FATZ
205,0,Entrees,Small Wing Party Tray,FATZ
269,31,Chicken,Small World Famous Calabash Chicken Tray,FATZ
54,0,Sides,Smoked Ham,FATZ
31,0,Sides,Smoked Turkey,FATZ
1328,63,Entrees,Smothered Chopped Steak,FATZ
137,11,Sides,Smothered Steak Topper,FATZ
1040,144,Breakfast,Baked French Toast w/Sausage & Scrambled Eggs (Egg Whites),Corner Bakery Cafe
1200,145,Breakfast,Baked French Toast w/Sausage & Scrambled Eggs (Whole Eggs),Corner Bakery Cafe
150,15,Sides,"Bakery Chips – VG, G",Corner Bakery Cafe
110,27,Sides,Banana – Whole (Kids’ Menu) – G,Corner Bakery Cafe
620,81,Desserts,Banana Baby Bundt Cake – V,Corner Bakery Cafe
530,67,Breakfast,Banana Muffin – V,Corner Bakery Cafe
590,44,Soups,Big Al’s Chili w/Cheddar Cheese (bowl),Corner Bakery Cafe
390,29,Soups,Big Al’s Chili w/Cheddar Cheese (cup),Corner Bakery Cafe
340,73,Breakfast,"Blueberry Bagel – LF, VG",Corner Bakery Cafe
510,70,Breakfast,Blueberry Muffin – V,Corner Bakery Cafe
140,140,Breakfast,"Breakfast Potatoes – VG, G",Corner Bakery Cafe
330,46,Breads,Brioche Flatbread (slice),Corner Bakery Cafe
1320,160,Breads,Brioche Flatbread (whole),Corner Bakery Cafe
230,8,Salads,Caesar Salad,Corner Bakery Cafe
360,12,Salads,Caesar Salad (Café & Combo),Corner Bakery Cafe
710,21,Salads,Caesar Salad (Entrée),Corner Bakery Cafe
230,8,Salads,Caesar Salad (side & trio portion),Corner Bakery Cafe
420,13,Salads,Caesar Salad w/Roasted Chicken (Café & Combo),Corner Bakery Cafe
820,23,Salads,Caesar Salad w/Roasted Chicken (Entrée),Corner Bakery Cafe
305,32,Paninis,California Grille – V (Combo),Corner Bakery Cafe
610,64,Paninis,California Grille – V (Whole),Corner Bakery Cafe
60,9,Coffee,Cappuccino – Nonfat,Corner Bakery Cafe
90,12,Coffee,Cappuccino – Nonfat,Corner Bakery Cafe
270,71,Shakes,Groovy Mango,Denny's
310,21,Salads,Half Size Cranberry Apple Chicken Salad w/ balsamic vinaigrette / no bread,Denny's
870,84,Appetizers,Half Size Sampler™ (add sauce),Denny's
670,70,Appetizers,Half Size Zesty Nachos,Denny's
530,93,Breakfast,Harvest Oatmeal Breakfast,Denny's
210,26,Breakfast,Hash Browns,Denny's
210,26,Sides,Hash Browns,Denny's
210,26,Sides,Hash Browns,Denny's
210,26,Sides,Hash Browns,Denny's
1160,110,Breakfast,Heartland Scramble®,Denny's
580,75,Desserts,Hershey®’s Chocolate Cake,Denny's
900,67,Sandwiches,Hickory Grilled Chicken Sandwich (add choices),Denny's
210,5,Kid's Meals,High Diving Veggies w/ ranch dressing,Denny's
140,52,Kid's Meals,Home Plate Mashed Potatoes w/ brown gravy,Denny's
830,122,Desserts,Hot Fudge Brownie A La Mode,Denny's
290,34,Desserts,"Ice Cream (Vanilla, Chocolate or Strawberry)",Denny's
380,39,Kid's Meals,Jr. Grand Slam®,Denny's
560,87,Desserts,Key Lime Pie,Denny's
690,88,Kid's Meals,Kids’ OREO® Blender Blaster,Denny's
500,82,Desserts,Lemon Meringue Layer Pie,Denny's
800,59,Entrees,Lemon Pepper Grilled Tilapia w/ bread (add choices),Denny's
420,23,Soups,Loaded Baked Potato Soup,Denny's
880,90,Entrees,Southern Gold Ribs and Calabash Chicken,FATZ
1005,39,Burgers,Southwestern Jalapeño Burger,FATZ
957,39,Entrees,Steak and Ribs,FATZ
51,7,Sides,Steamed Broccoli,FATZ
537,48,Sides,Stone Ground Cheese Grits,FATZ
700,64,Desserts,Strawberries and Cheesecake,FATZ
381,94,Desserts,Sugar Free Chocolate Mousse,FATZ
425,61,Sides,Sweet Potato Fries,FATZ
870,58,Entrees,TCs Hard Cider Sampler,FATZ
1238,102,Entrees,The Original FATZ Sampler,FATZ
586,19,Salads,The Ultimate Chopped Chef Salad,FATZ
109,13,Salads,Traditional Caesar Salad,FATZ
120,17,Coffee,Cappuccino – Nonfat,Corner Bakery Cafe
100,8,Coffee,Cappuccino – Whole,Corner Bakery Cafe
140,11,Coffee,Cappuccino – Whole,Corner Bakery Cafe
190,15,Coffee,Cappuccino – Whole,Corner Bakery Cafe
320,63,Coffee,Caramel Latte – Nonfat,Corner Bakery Cafe
410,84,Coffee,Caramel Latte – Nonfat,Corner Bakery Cafe
540,111,Coffee,Caramel Latte – Nonfat,Corner Bakery Cafe
960,80,Breakfast,Lumberjack Slam® (add choices),Denny's
100,55,Sides,Mashed Potatoes,Denny's
1140,94,Breakfast,Meat Lover’s Scramble,Denny's
610,74,Shakes,"Milk Shakes (Vanilla, Chocolate or Strawberry)",Denny's
610,74,Shakes,"Milk Shakes (Vanilla, Chocolate or Strawberry)",Denny's
770,31,Breakfast,Moons Over My Hammy Omelette™ w/ hash browns (add choices),Denny's
760,51,Breakfast,Moons Over My Hammy® (add choices),Denny's
560,58,Appetizers,Mozzarella Cheese Sticks (add marinara sauce),Denny's
860,51,Burgers,Mushroom Swiss Burger (add choices),Denny's
1080,34,Entrees,Mushroom Swiss Chopped Steak w/ bread (add choices),Denny's
510,43,Desserts,New York Style Cheesecake,Denny's
200,31,Breakfast,Oatmeal w/ Milk,Denny's
250,62,Drinks,OJ Strawberry Mango,Denny's
520,48,Sides,Onion Rings,Denny's
890,113,Shakes,Oreo® Blender Blaster™,Denny's
110,16,Desserts,Oreo® Cookie Pieces,Denny's
210,54,Drinks,Pacific Chiller,Denny's
370,68,Sides,Pancake Puppies®,Denny's
330,67,Breakfast,"Pancakes, Buttermilk",Denny's
310,64,Breakfast,"Pancakes, Hearty Wheat",Denny's
1040,41,Burgers,Patty Melt (add choices),Denny's
730,98,Desserts,Pecan Pie,Denny's
180,47,Drinks,Pineapple Dream™,Denny's
380,61,Coffee,Caramel Latte – Whole,Corner Bakery Cafe
490,81,Coffee,Caramel Latte – Whole,Corner Bakery Cafe
650,108,Coffee,Caramel Latte – Whole,Corner Bakery Cafe
125,17,Coffee,Chai Latte – Nonfat,Corner Bakery Cafe
170,23,Coffee,Chai Latte – Nonfat,Corner Bakery Cafe
210,29,Coffee,Chai Latte – Nonfat,Corner Bakery Cafe
200,15,Coffee,Chai Latte – Whole,Corner Bakery Cafe
270,20,Coffee,Chai Latte – Whole,Corner Bakery Cafe
340,25,Coffee,Chai Latte – Whole,Corner Bakery Cafe
190,10,Kid's Meals,Cheddar Broccoli,Corner Bakery Cafe
550,28,Soups,Cheddar Broccoli  (bowl),Corner Bakery Cafe
370,19,Soups,Cheddar Broccoli  (cup),Corner Bakery Cafe
460,460,Breakfast Sandwiches,Chicken Apple Sausage Panini (Egg Whites),Corner Bakery Cafe
540,38,Breakfast Sandwiches,Chicken Apple Sausage Panini (Whole Eggs),Corner Bakery Cafe
110,110,Breakfast,"Chicken Apple Sausage, 2-patties",Corner Bakery Cafe
680,62,Entrees,Chicken Carbonara – (Combo),Corner Bakery Cafe
340,37,Sandwiches,Chicken Carbonara – (Combo),Corner Bakery Cafe
1190,99,Entrees,Chicken Carbonara – (Entrée),Corner Bakery Cafe
680,74,Sandwiches,Chicken Carbonara – (Whole),Corner Bakery Cafe
370,35,Paninis,Chicken Pomodori (Combo),Corner Bakery Cafe
740,70,Paninis,Chicken Pomodori (Whole),Corner Bakery Cafe
580,70,Desserts,Chocolate Baby Bundt Cake – V,Corner Bakery Cafe
300,46,Desserts,Chocolate Chip Cookie – V,Corner Bakery Cafe
530,62,Breakfast,Chocolate Muffin – V,Corner Bakery Cafe
760,84,Desserts,Chocolate Turtle Baby Bundt Cake – V,Corner Bakery Cafe
590,70,Kid's Meals,Pit Stop Pizza (add side),Denny's
940,67,Entrees,Prime Rib & Chicken Sizzlin’ Skillet,Denny's
670,52,Sandwiches,Prime Rib Philly Melt (add choices),Denny's
850,64,Breakfast,Prime Rib Skillet,Denny's
500,77,Desserts,Pumpkin Pie,Denny's
210,27,Sides,Red  –  Skinned Potatoes,Denny's
210,27,Sides,Red  –  Skinned Potatoes,Denny's
1380,139,Appetizers,Sampler™ (add sauce),Denny's
710,30,Breakfast,Santa Fe Skillet,Denny's
180,2,Breakfast,Sausage Links,Denny's
370,4,Sides,Sausage Links (4),Denny's
70,5,Sides,Sautéed Spinach,Denny's
110,6,Sides,Sautéed Spinach w/ Pico de Gallo & Bacon,Denny's
70,18,Breakfast,Seasonal Fruit,Denny's
70,18,Sides,Seasonal Fruit,Denny's
630,48,French Fries,Seasoned Fries,Denny's
520,25,Entrees,Senior Belgian Waffle Slam® w/ egg,Denny's
550,39,Entrees,Senior Club Sandwich (add choices),Denny's
690,51,Entrees,Senior Country  –  Fried Steak w/ bread (add choices),Denny's
540,52,Entrees,Senior Fit Fare® Grilled Chicken,Denny's
400,18,Salads,Chopped Salad – G (Café & Combo),Corner Bakery Cafe
790,33,Salads,Chopped Salad – G (Entrée),Corner Bakery Cafe
360,65,Breads,Ciabatta Ficelle – V,Corner Bakery Cafe
770,108,Desserts,Cinnamon Creme Cake – Slice (12 slices/cake) – V,Corner Bakery Cafe
650,90,Breakfast,Cinnamon Crumb Muffin – V,Corner Bakery Cafe
250,24,Desserts,Cinnamon Pecan Rugalach – V,Corner Bakery Cafe
220,32,Breads,Cinnamon Raisin – V (slice),Corner Bakery Cafe
2540,389,Breads,Cinnamon Raisin – V (whole),Corner Bakery Cafe
330,72,Breakfast,"Cinnamon Raisin Bagel – LF, VG",Corner Bakery Cafe
650,96,Breakfast,Cinnamon Roll – V,Corner Bakery Cafe
380,39,Paninis,Corned Beef Reuben (Combo),Corner Bakery Cafe
760,78,Paninis,Corned Beef Reuben (Whole),Corner Bakery Cafe
365,36,Paninis,Corner Club (Combo),Corner Bakery Cafe
730,71,Paninis,Corner Club (Whole),Corner Bakery Cafe
80,16,Breads,Country Boule – VG (slice),Corner Bakery Cafe
1040,213,Breads,Country Boule – VG (whole),Corner Bakery Cafe
-,-,Soups,Country Bread Boule – Bowl Option  (bowl),Corner Bakery Cafe
1040,213,Soups,Country Bread Boule – Bowl Option  (cup),Corner Bakery Cafe
170,33,Breads,Country Large Oblong – VG (slice),Corner Bakery Cafe
4220,862,Breads,Country Large Oblong – VG (whole),Corner Bakery Cafe
110,22,Breads,Country Small Oblong – VG (slice),Corner Bakery Cafe
2600,532,Breads,Country Small Oblong – VG (whole),Corner Bakery Cafe
590,53,Desserts,Cream Cheese Brownie – V,Corner Bakery Cafe
340,39,Breakfast,Croissant – V,Corner Bakery Cafe
360,22,Salads,D.C. Chicken Salad – G (Side),Corner Bakery Cafe
480,57,Entrees,Senior Fit Fare® Omelette,Denny's
550,35,Entrees,Senior French Toast Slam® w/ egg (add choices),Denny's
520,49,Entrees,Senior Grilled Cheese Deluxe Sandwich (add choices),Denny's
370,21,Entrees,Senior Grilled Chicken w/ bread (add choices),Denny's
450,56,Entrees,Senior Grilled Shrimp Skewer w/ bread (add choices),Denny's
610,24,Entrees,Senior Lemon Pepper Grilled Tilapia w/ bread (add choices),Denny's
440,8,Entrees,Senior Omelette (add choices),Denny's
980,73,Entrees,Senior Scrambled Eggs & Cheddar Breakfast,Denny's
260  -  540,24  -  55,Entrees,Senior Soup & Salad (add dressing choice),Denny's
210,1,Entrees,Senior Starter™ (add choices),Denny's
410,74,Kid's Meals,Slam® Dribblers,Denny's
310,22,Kid's Meals,Slap Shot Slider (1) (add side),Denny's
270,31,Breakfast,Slices of Toast w/ margarine,Denny's
270,31,Sides,Slices of Toast w/ margarine,Denny's
120,49,Sides,Smoked Cheddar Mashed Potatoes,Denny's
860,75,Appetizers,Smothered Cheese Fries,Denny's
400  -  580,54  -  63,Kid's Meals,Soccer Shake   –   all flavors,Denny's
250,30,Kid's Meals,Softball Pancake w/ meat,Denny's
1120,101,Breakfast,Southwestern Steak Burrito w/ hash browns,Denny's
270,40,Kid's Meals,"Spaghetti, Set, Go! (add side)",Denny's
860,76,Sandwiches,Spicy Buffalo Chicken Melt (add choices),Denny's
250,65,Shakes,Strawberry Banana Bliss,Denny's
240,15,Salads,D.C. Chicken Salad – G (Trio),Corner Bakery Cafe
310,40,Sandwiches,D.C. Chicken Salad on Steakhouse Rye Bread – (Combo),Corner Bakery Cafe
620,79,Sandwiches,D.C. Chicken Salad on Steakhouse Rye Bread – (Whole),Corner Bakery Cafe
340,5,Salads,"Egg Salad – V, G (Side)",Corner Bakery Cafe
230,3,Salads,"Egg Salad – V, G (Trio)",Corner Bakery Cafe
330,69,Breakfast,"Everything Bagel – LF, VG",Corner Bakery Cafe
250,12,Breakfast,"Farmer’s Scrambler – V, G (Egg Whites)",Corner Bakery Cafe
410,13,Breakfast,"Farmer’s Scrambler – V, G (Whole Eggs)",Corner Bakery Cafe
110,19,Breads,Focaccia Loaf – VG (slice),Corner Bakery Cafe
1040,190,Breads,Focaccia Loaf – VG (whole),Corner Bakery Cafe
110,19,Sides,"Focaccia Roll – LF, VG",Corner Bakery Cafe
350,91,Drinks,Frozen Mango Lemonade – VG,Corner Bakery Cafe
700,182,Drinks,Frozen Mango Lemonade – VG,Corner Bakery Cafe
320,83,Drinks,Frozen Mango Pomegranate Swirl – VG,Corner Bakery Cafe
640,166,Drinks,Frozen Mango Pomegranate Swirl – VG,Corner Bakery Cafe
290,75,Drinks,Frozen Pomegranate Lemonade – VG,Corner Bakery Cafe
580,150,Drinks,Frozen Pomegranate Lemonade – VG,Corner Bakery Cafe
590,86,Desserts,Fudge Brownie,Corner Bakery Cafe
110,16,Sides,Garlic Bread (Pasta Entrées Only) – V,Corner Bakery Cafe
40,11,Sides,Grapes – Small Bunch (Kids’ Menu) – G,Corner Bakery Cafe
90,9,Salads,"Greek Vegetable Salad – V, G (Side)",Corner Bakery Cafe
60,6,Salads,"Greek Vegetable Salad – V, G (Trio)",Corner Bakery Cafe
370,36,Paninis,Green Chile & Chicken (Combo),Corner Bakery Cafe
740,72,Paninis,Green Chile & Chicken (Whole),Corner Bakery Cafe
290,21,Kid's Meals,Grilled Cheese Sandwich – V (Combo),Corner Bakery Cafe
540,42,Kid's Meals,Grilled Cheese Sandwich – V (Whole),Corner Bakery Cafe
340,35,Paninis,Grilled Ham & Swiss (Combo),Corner Bakery Cafe
200,50,Drinks,Strawberry Lemonade,Denny's
220,56,Drinks,Strawberry Mango Pucker™,Denny's
60,14,Desserts,Strawberry Topping,Denny's
300,36,Kid's Meals,Sundae Sundae Sundae!,Denny's
900,99,Entrees,Sweet & Tangy BBQ Chicken w/ bread & veggies,Denny's
260,65,Shakes,Sweet Georgia Peach,Denny's
900,27,Entrees,T  –  Bone Steak & Breaded Shrimp w/ bread (add choices),Denny's
780,4,Breakfast,T  –  Bone Steak & Eggs (add choices),Denny's
1000,47,Entrees,T  –  Bone Steak & Shrimp Skewer w/ bread (add choices),Denny's
820,24,Entrees,T  –  Bone Steak w/ bread (add choices),Denny's
1520,97,Breakfast,The Grand Slamwich® w/ hash browns,Denny's
610,54,Sandwiches,The Super Bird® (add choices),Denny's
560,72,Appetizers,Three  –  Dip & Chips,Denny's
630,60,Entrees,Tilapia Ranchero w/ bread,Denny's
10,2,Sides,Tomato Slices,Denny's
300,45,Kid's Meals,Track & Cheese (add side),Denny's
340,43,Kid's Meals,Triple Play Nuggets w/ BBQ sauce (add side),Denny's
200,40,Kid's Meals,Tumbling Vanilla Yogurt w/ strawberry topping,Denny's
90,1,Breakfast,Turkey Bacon Strips,Denny's
180,1,Sides,Turkey Bacon Strips,Denny's
780,90,Desserts,Turtle Cheesecake,Denny's
680,70,Paninis,Grilled Ham & Swiss (Whole),Corner Bakery Cafe
320,37,Kid's Meals,Half Moon Cheese Ravioli – V,Corner Bakery Cafe
330,37,Entrees,Half Moon Cheese Ravioli – V (Combo),Corner Bakery Cafe
640,73,Entrees,Half Moon Cheese Ravioli – V (Entrée),Corner Bakery Cafe
410,410,Breakfast Sandwiches,Ham & Swiss Panini (Egg Whites),Corner Bakery Cafe
490,490,Breakfast Sandwiches,Ham & Swiss Panini (Whole Eggs),Corner Bakery Cafe
340,43,Sandwiches,Ham on Pretzel Bread – LF (Combo),Corner Bakery Cafe
680,85,Sandwiches,Ham on Pretzel Bread – LF (Whole),Corner Bakery Cafe
165,21,Kid's Meals,Ham Sandwich – LF (Combo),Corner Bakery Cafe
330,42,Kid's Meals,Ham Sandwich – LF (Whole),Corner Bakery Cafe
205,30,Kid's Meals,Ham Sandwich on Harvest Bread – LF (Combo),Corner Bakery Cafe
410,60,Kid's Meals,Ham Sandwich on Harvest Bread – LF (Whole),Corner Bakery Cafe
170,30,Breads,Harvest – VG (slice),Corner Bakery Cafe
2080,401,Breads,Harvest – VG (whole),Corner Bakery Cafe
60,10,Sides,"Harvest Crisp – LF, VG",Corner Bakery Cafe
430,36,Salads,Harvest Salad – V (Café & Combo),Corner Bakery Cafe
760,72,Salads,Harvest Salad – V (Entrée),Corner Bakery Cafe
500,37,Salads,Harvest Salad w/Roasted Chicken (Café & Combo),Corner Bakery Cafe
870,74,Salads,Harvest Salad w/Roasted Chicken (Entrée),Corner Bakery Cafe
170,170,Breakfast,"Harvest Toast – LF, VG",Corner Bakery Cafe
150,22,Kid's Meals,Horizon Milk – Chocolate,Corner Bakery Cafe
110,13,Kid's Meals,Horizon Milk – White,Corner Bakery Cafe
< 5,0,Coffee,Iced Coffee – Black,Corner Bakery Cafe
< 10,0,Coffee,Iced Coffee – Black,Corner Bakery Cafe
320,64,Coffee,Iced Coffee – Creamy,Corner Bakery Cafe
640,128,Coffee,Iced Coffee – Creamy,Corner Bakery Cafe
100,9,Kid's Meals,Italian Wedding Soup,Corner Bakery Cafe
280,26,Soups,Italian Wedding Soup w/ Parmesan Cheese  (bowl),Corner Bakery Cafe
190,18,Soups,Italian Wedding Soup w/ Parmesan Cheese  (cup),Corner Bakery Cafe
80,20,Kid's Meals,Kid’s Apple Juice,Corner Bakery Cafe
90,21,Kid's Meals,Kid’s Berry Juice,Corner Bakery Cafe
380,22,Kid's Meals,Kids’ Cheesy Scrambler w/Toast & Bacon,Corner Bakery Cafe
380,39,Kid's Meals,Kids’ Cheesy Scrambler w/Toast & Fresh Fruit,Corner Bakery Cafe
320,22,Kid's Meals,Kids’ Scrambler w/Toast & Bacon,Corner Bakery Cafe
320,39,Kid's Meals,Kids’ Scrambler w/Toast & Fresh Fruit,Corner Bakery Cafe
120,16,Coffee,Latte – Nonfat,Corner Bakery Cafe
160,22,Coffee,Latte – Nonfat,Corner Bakery Cafe
190,26,Coffee,Latte – Nonfat,Corner Bakery Cafe
190,15,Coffee,Latte – Whole,Corner Bakery Cafe
250,19,Coffee,Latte – Whole,Corner Bakery Cafe
300,23,Coffee,Latte – Whole,Corner Bakery Cafe
590,90,Desserts,Lemon Bar – V,Corner Bakery Cafe
480,64,Desserts,Lemon Pound Cake – Slice,Corner Bakery Cafe
210,12,Kid's Meals,Loaded Baked Potato,Corner Bakery Cafe
410,23,Soups,Loaded Baked Potato w/Cheddar Cheese & Green Onion,Corner Bakery Cafe
630,36,Soups,Loaded Baked Potato w/Cheddar Cheese & Green Onion,Corner Bakery Cafe
350,48,Kid's Meals,Macaroni & Cheese – Kraft,Corner Bakery Cafe
730,80,Desserts,Maple Pecan Bar – V,Corner Bakery Cafe
220,13,Salads,Mixed Greens Salad – V (Café & Combo),Corner Bakery Cafe
420,26,Salads,Mixed Greens Salad – V (Entrée),Corner Bakery Cafe
120,9,Salads,Mixed Greens Salad w/dressing (side & trio portion) – V,Corner Bakery Cafe
120,9,Salads,Mixed Greens Salad w/dressing – V,Corner Bakery Cafe
30,1,Salads,Mixed Greens w/dressing (garnish) – VG,Corner Bakery Cafe
70,9,Kid's Meals,Mom’s Chicken Noodle – LF,Corner Bakery Cafe
210,28,Soups,Mom’s Chicken Noodle – LF  (bowl),Corner Bakery Cafe
140,19,Soups,Mom’s Chicken Noodle – LF  (cup),Corner Bakery Cafe
240,37,Sandwiches,Mom’s Corned Beef on Caraway Rye Bread (Combo),Corner Bakery Cafe
480,75,Sandwiches,Mom’s Corned Beef on Caraway Rye Bread (Whole),Corner Bakery Cafe
250,24,Sandwiches,Mom’s Egg Salad on White Bread (Combo),Corner Bakery Cafe
500,48,Sandwiches,Mom’s Egg Salad on White Bread (Whole),Corner Bakery Cafe
255,35,Sandwiches,Mom’s Roast Beef on Sourdough Bread (Combo),Corner Bakery Cafe
510,70,Sandwiches,Mom’s Roast Beef on Sourdough Bread (Whole),Corner Bakery Cafe
250,32,Sandwiches,Mom’s Roasted Chicken on Harvest Bread (Combo),Corner Bakery Cafe
500,65,Sandwiches,Mom’s Roasted Chicken on Harvest Bread (Whole),Corner Bakery Cafe
205,23,Sandwiches,Mom’s Smoked Ham on White Bread (Combo),Corner Bakery Cafe
